time_sec,frame,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19,pred_20,pred_21,pred_22,pred_23,pred_24,pred_25,pred_26,pred_27
6.766667,406,6.600090026855469,11.19849967956543,8.310568809509277,5.003262519836426,6.103992938995361,17.510753631591797,17.35500717163086,6.313488006591797,3.6071815490722656,32.248741149902344,33.194828033447266,9.683521270751953,-1.8335695266723633,17.213388442993164,22.26200294494629,17.048622131347656,1.496025562286377,-2.5727694034576416,4.618600845336914,18.70619773864746,0.5116666555404663,-1.964939832687378,6.119218349456787,4.854293346405029,2.0837786197662354,0.45173951983451843,2.9546585083007812,2.2217862606048584
6.783334,407,6.957486152648926,11.020358085632324,8.379719734191895,4.547206401824951,6.176236152648926,17.937210083007812,16.83397102355957,5.431879043579102,3.274367094039917,33.120487213134766,33.4197883605957,8.65139389038086,-1.7641608715057373,17.62885093688965,21.789691925048828,15.823517799377441,1.4799015522003174,-2.177504062652588,3.9712719917297363,17.437570571899414,0.47074252367019653,-2.0665109157562256,6.100951194763184,4.968324184417725,2.2849326133728027,0.673560380935669,2.967799186706543,2.3400321006774902
6.800000,408,6.996074676513672,11.030282020568848,8.391180038452148,4.549900054931641,6.2017011642456055,18.0395450592041,16.87042236328125,5.419864177703857,3.2844886779785156,33.28471374511719,33.53190994262695,8.643166542053223,-1.7430753707885742,17.706192016601562,21.82874870300293,15.811718940734863,1.5022234916687012,-2.148084878921509,3.9456839561462402,17.410343170166016,0.45828619599342346,-2.0799739360809326,6.108844757080078,4.9947190284729,2.3023147583007812,0.678828239440918,2.967102527618408,2.367133140563965
6.816667,409,7.029867649078369,11.025504112243652,8.395598411560059,4.522241115570068,6.214712142944336,18.151123046875,16.87672233581543,5.362267017364502,3.3254408836364746,33.5108528137207,33.68352508544922,8.63408374786377,-1.6707024574279785,17.805828094482422,21.846237182617188,15.76705551147461,1.5253238677978516,-2.109754800796509,3.8913049697875977,17.307506561279297,0.44032013416290283,-2.0749924182891846,6.120991230010986,5.01387357711792,2.3222367763519287,0.695874035358429,2.955873966217041,2.3823397159576416
6.833334,410,7.041715621948242,11.019904136657715,8.39499568939209,4.5246477127075195,6.218886852264404,18.167165756225586,16.87604522705078,5.361128330230713,3.309995651245117,33.51920700073242,33.68208312988281,8.618526458740234,-1.6827034950256348,17.811542510986328,21.853429794311523,15.774518966674805,1.5270202159881592,-2.087749719619751,3.8989930152893066,17.313201904296875,0.4453960359096527,-2.0843446254730225,6.118692398071289,5.024154186248779,2.332117795944214,0.6933573484420776,2.9550976753234863,2.3867006301879883
6.850000,411,7.055495738983154,11.01799201965332,8.39955997467041,4.515435695648193,6.224256992340088,18.206607818603516,16.905746459960938,5.350479602813721,3.3034048080444336,33.548770904541016,33.69955062866211,8.597984313964844,-1.6998872756958008,17.807506561279297,21.839895248413086,15.723006248474121,1.5218710899353027,-2.097975254058838,3.8668532371520996,17.27630615234375,0.43048593401908875,-2.0968849658966064,6.114518642425537,5.0350117683410645,2.3271145820617676,0.6846907734870911,2.9500021934509277,2.4079062938690186
6.866667,412,7.039350509643555,11.028610229492188,8.392786026000977,4.537624835968018,6.226099967956543,18.19979476928711,16.916210174560547,5.390194416046143,3.330822467803955,33.557701110839844,33.717098236083984,8.64864730834961,-1.6755921840667725,17.822608947753906,21.865497589111328,15.797242164611816,1.5277607440948486,-2.0999643802642822,3.8904213905334473,17.32608413696289,0.4301125705242157,-2.0948727130889893,6.109524726867676,5.030412197113037,2.3243000507354736,0.6915949583053589,2.9524588584899902,2.411731243133545
6.883334,413,7.055515766143799,11.036770820617676,8.41126823425293,4.547914981842041,6.222165584564209,18.178491592407227,16.90073013305664,5.376174449920654,3.3104848861694336,33.530906677246094,33.69722366333008,8.63515567779541,-1.679734468460083,17.809110641479492,21.87253761291504,15.83595085144043,1.537522792816162,-2.068730592727661,3.9289820194244385,17.362335205078125,0.4364725649356842,-2.0918776988983154,6.12992000579834,5.026148796081543,2.3267810344696045,0.6832596063613892,2.966940402984619,2.3871572017669678
6.900000,414,7.071709156036377,11.02136516571045,8.403141975402832,4.512068271636963,6.23570442199707,18.243167877197266,16.90558624267578,5.330744743347168,3.3215677738189697,33.633548736572266,33.75705337524414,8.60062026977539,-1.6677932739257812,17.855911254882812,21.863033294677734,15.717425346374512,1.5434417724609375,-2.08091139793396,3.856394052505493,17.25444793701172,0.426932156085968,-2.0890274047851562,6.127729415893555,5.03994607925415,2.3356685638427734,0.6913893818855286,2.9470295906066895,2.407244920730591
6.916667,415,7.080442428588867,11.027859687805176,8.405864715576172,4.527958869934082,6.248766899108887,18.26555061340332,16.92286491394043,5.347006797790527,3.314785957336426,33.66044998168945,33.77633285522461,8.608548164367676,-1.6651031970977783,17.879690170288086,21.89225196838379,15.761689186096191,1.5522572994232178,-2.061462163925171,3.8745784759521484,17.288467407226562,0.42524099349975586,-2.098154067993164,6.134097576141357,5.0483717918396,2.3377292156219482,0.6910192370414734,2.9528088569641113,2.4133596420288086
