time_sec,frame,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19,pred_20,pred_21,pred_22,pred_23,pred_24,pred_25,pred_26,pred_27
8.750000,525,6.979599952697754,11.028603553771973,8.388858795166016,4.533748149871826,6.177472114562988,18.020177841186523,16.836027145385742,5.398430347442627,3.3311381340026855,33.32290267944336,33.56880187988281,8.674678802490234,-1.6841402053833008,17.708370208740234,21.80660057067871,15.837106704711914,1.5035488605499268,-2.131972551345825,3.953061819076538,17.384559631347656,0.4567219614982605,-2.054596424102783,6.11568021774292,4.976418495178223,2.2997140884399414,0.6872608065605164,2.9732728004455566,2.339289903640747
8.766667,526,6.982240676879883,11.03372573852539,8.394416809082031,4.553994178771973,6.176371097564697,17.988279342651367,16.818500518798828,5.408655166625977,3.3084568977355957,33.26948165893555,33.52633285522461,8.673349380493164,-1.691986322402954,17.702436447143555,21.824176788330078,15.890547752380371,1.5045325756072998,-2.1203465461730957,3.986292600631714,17.435197830200195,0.4703170359134674,-2.058824062347412,6.112396717071533,4.9726362228393555,2.310112237930298,0.6876654028892517,2.9763336181640625,2.3300790786743164
8.783334,527,6.974588394165039,11.036078453063965,8.384873390197754,4.547011375427246,6.181741237640381,18.01112937927246,16.842737197875977,5.401031970977783,3.349555015563965,33.31720733642578,33.56703186035156,8.700078010559082,-1.6524839401245117,17.70871925354004,21.817909240722656,15.858196258544922,1.4957606792449951,-2.1477444171905518,3.971785545349121,17.394027709960938,0.45910361409187317,-2.0521187782287598,6.116424083709717,4.961071968078613,2.30295729637146,0.7036980986595154,2.9761252403259277,2.3146650791168213
8.800000,528,6.976317882537842,11.032018661499023,8.384285926818848,4.549706935882568,6.1793742179870605,18.084667205810547,16.912612915039062,5.429579734802246,3.352386713027954,33.38163375854492,33.63030242919922,8.70976734161377,-1.6758918762207031,17.69984245300293,21.807769775390625,15.830242156982422,1.4746992588043213,-2.168102502822876,3.935574531555176,17.3779296875,0.438258558511734,-2.0861310958862305,6.086454391479492,4.990001201629639,2.2986090183258057,0.6937134861946106,2.965038299560547,2.3665013313293457
8.816667,529,6.961642265319824,11.025712966918945,8.383037567138672,4.533424377441406,6.176462650299072,17.968395233154297,16.77396583557129,5.388056755065918,3.3570830821990967,33.336727142333984,33.586639404296875,8.707958221435547,-1.6354775428771973,17.757457733154297,21.84722137451172,15.902289390563965,1.5157341957092285,-2.1225569248199463,3.9833366870880127,17.412254333496094,0.4882200062274933,-2.026264190673828,6.125046253204346,4.962796211242676,2.3159708976745605,0.7153565883636475,2.9697518348693848,2.2996268272399902
8.833334,530,7.2203168869018555,11.051717758178711,8.433483123779297,4.520941257476807,6.341847896575928,18.700132369995117,17.06514549255371,5.245980739593506,3.466837167739868,34.4471321105957,34.32594680786133,8.700299263000488,-1.4140658378601074,18.28424835205078,22.135290145874023,15.907990455627441,1.637188196182251,-1.8549929857254028,3.8535287380218506,17.172929763793945,0.3581858277320862,-2.120131731033325,6.191954135894775,5.127743721008301,2.401047706604004,0.7315487861633301,2.92816162109375,2.4322304725646973
8.850000,531,7.152146816253662,11.070255279541016,8.442739486694336,4.591432094573975,6.290802478790283,18.488304138183594,17.02610206604004,5.372278690338135,3.419543504714966,34.10221481323242,34.123111724853516,8.743640899658203,-1.5070688724517822,18.093612670898438,22.071672439575195,16.059558868408203,1.6022038459777832,-1.9081368446350098,3.960491895675659,17.38301658630371,0.3881433606147766,-2.12277889251709,6.171085357666016,5.09893274307251,2.372694492340088,0.7113952040672302,2.968657970428467,2.4211606979370117
8.866667,532,7.134777069091797,11.084102630615234,8.43966007232666,4.595614910125732,6.271866798400879,18.50126075744629,17.087974548339844,5.390533924102783,3.4288227558135986,34.03969192504883,34.09215545654297,8.76598072052002,-1.5203008651733398,18.037517547607422,22.04695701599121,16.026702880859375,1.5635488033294678,-1.9605170488357544,3.963129997253418,17.375459671020508,0.367334246635437,-2.1430587768554688,6.161200523376465,5.081566333770752,2.3603463172912598,0.7099007964134216,2.9775681495666504,2.419167995452881
8.883334,533,7.209809303283691,11.070948600769043,8.445174217224121,4.555168151855469,6.340829372406006,18.676698684692383,17.100751876831055,5.300662517547607,3.476154327392578,34.40044403076172,34.318397521972656,8.742801666259766,-1.4341087341308594,18.240432739257812,22.13743019104004,15.980055809020996,1.6227006912231445,-1.8770312070846558,3.891103744506836,17.252595901489258,0.3546743094921112,-2.132526397705078,6.186404705047607,5.1265153884887695,2.385430335998535,0.7265797257423401,2.943957805633545,2.437215805053711
8.900000,534,7.144032955169678,11.000102996826172,8.389473915100098,4.364819049835205,6.265315532684326,18.678407669067383,16.978057861328125,5.113668918609619,3.6559791564941406,34.652687072753906,34.50248336791992,8.758439064025879,-1.2744386196136475,18.31771469116211,22.045291900634766,15.687692642211914,1.6167540550231934,-1.9552382230758667,3.7080440521240234,16.880056381225586,0.3522716164588928,-2.071173667907715,6.152031421661377,5.079411506652832,2.3874671459198,0.7973620295524597,2.8959813117980957,2.3846864700317383
