time_sec,frame,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19,pred_20,pred_21,pred_22,pred_23,pred_24,pred_25,pred_26,pred_27
6.766667,406,6.861658573150635,11.037345886230469,8.373672485351562,4.598196983337402,6.117164611816406,17.694799423217773,16.778839111328125,5.519222736358643,3.3111484050750732,32.80685806274414,33.253875732421875,8.789780616760254,-1.7505531311035156,17.48790740966797,21.78389549255371,16.045698165893555,1.4451613426208496,-2.2327749729156494,4.115386962890625,17.643587112426758,0.5099611282348633,-2.0270910263061523,6.087893486022949,4.899533271789551,2.2504804134368896,0.6674736142158508,2.987452507019043,2.250633716583252
6.783334,407,7.20413875579834,11.052448272705078,8.43380355834961,4.557020664215088,6.333702087402344,18.60898780822754,17.05453872680664,5.309167861938477,3.4114742279052734,34.259037017822266,34.19902420043945,8.679679870605469,-1.4998507499694824,18.178321838378906,22.09621238708496,15.936440467834473,1.6365928649902344,-1.880228877067566,3.888362169265747,17.27242088317871,0.3756456673145294,-2.1288132667541504,6.187458038330078,5.128692150115967,2.383324146270752,0.704970121383667,2.942509174346924,2.447904109954834
6.800000,408,7.218267440795898,11.065196990966797,8.448951721191406,4.566035270690918,6.33718729019165,18.66622543334961,17.088455200195312,5.313692569732666,3.4424853324890137,34.372013092041016,34.295650482177734,8.717385292053223,-1.465939998626709,18.227596282958984,22.13665008544922,15.996500015258789,1.641045331954956,-1.8532378673553467,3.899214506149292,17.286775588989258,0.3580675721168518,-2.1426007747650146,6.185052871704102,5.140163421630859,2.389897584915161,0.7086958289146423,2.947628974914551,2.4586217403411865
6.816667,409,7.293829441070557,11.074301719665527,8.466439247131348,4.5827531814575195,6.394033432006836,18.847177505493164,17.174665451049805,5.28421688079834,3.469794273376465,34.65223693847656,34.486236572265625,8.741764068603516,-1.40128493309021,18.38494300842285,22.266944885253906,16.076635360717773,1.6879267692565918,-1.760529637336731,3.9094152450561523,17.291072845458984,0.3371759355068207,-2.1660006046295166,6.212623596191406,5.188407897949219,2.4110114574432373,0.7066477537155151,2.92929744720459,2.4727494716644287
6.833334,410,7.286918640136719,11.061487197875977,8.456217765808105,4.5718302726745605,6.389491558074951,18.7993221282959,17.121248245239258,5.264729976654053,3.4325900077819824,34.57276153564453,34.4046745300293,8.692537307739258,-1.4192793369293213,18.361616134643555,22.231760025024414,16.014474868774414,1.691913366317749,-1.7661746740341187,3.8890745639801025,17.258316040039062,0.3522573709487915,-2.14560866355896,6.216571807861328,5.180466651916504,2.4160561561584473,0.7063938975334167,2.9222326278686523,2.466259002685547
6.850000,411,7.2916107177734375,11.072096824645996,8.466914176940918,4.575428485870361,6.396229267120361,18.775766372680664,17.080951690673828,5.25398063659668,3.4540860652923584,34.61376190185547,34.440086364746094,8.717114448547363,-1.3850221633911133,18.416872024536133,22.278656005859375,16.083538055419922,1.727262020111084,-1.7298479080200195,3.9224607944488525,17.299785614013672,0.3682410418987274,-2.1166093349456787,6.247516632080078,5.174476146697998,2.422971725463867,0.7123540043830872,2.933084011077881,2.434082269668579
6.866667,412,7.29197883605957,11.075963973999023,8.464285850524902,4.605643272399902,6.406832695007324,18.809246063232422,17.146228790283203,5.313961029052734,3.4510657787323,34.598262786865234,34.4389533996582,8.744932174682617,-1.4159877300262451,18.381576538085938,22.279254913330078,16.14919662475586,1.6980280876159668,-1.7320420742034912,3.94718861579895,17.353660583496094,0.3541916608810425,-2.153843879699707,6.222280025482178,5.191245079040527,2.4115383625030518,0.7036288380622864,2.935889720916748,2.464742660522461
6.883334,413,7.309726715087891,11.078444480895996,8.467920303344727,4.602330207824707,6.415275573730469,18.858810424804688,17.166257858276367,5.300778388977051,3.4510080814361572,34.672542572021484,34.48899459838867,8.738762855529785,-1.4098305702209473,18.427913665771484,22.31317901611328,16.134262084960938,1.7149174213409424,-1.7171447277069092,3.9333627223968506,17.338411331176758,0.3460301458835602,-2.1587629318237305,6.232378959655762,5.205262660980225,2.4191091060638428,0.6996510624885559,2.9308624267578125,2.476640224456787
6.900000,414,7.306828022003174,11.089282989501953,8.482065200805664,4.623445987701416,6.392459392547607,18.83565330505371,17.18264389038086,5.314620494842529,3.4548044204711914,34.626495361328125,34.478492736816406,8.760547637939453,-1.4106898307800293,18.371217727661133,22.295705795288086,16.180383682250977,1.7056052684783936,-1.7229901552200317,3.972820281982422,17.386459350585938,0.3426140248775482,-2.167370557785034,6.236684322357178,5.194839000701904,2.41365122795105,0.6928399205207825,2.948009967803955,2.459537982940674
6.916667,415,7.287270545959473,11.0757417678833,8.457947731018066,4.592630863189697,6.404924392700195,18.803531646728516,17.117977142333984,5.296014785766602,3.458620071411133,34.620201110839844,34.448280334472656,8.746779441833496,-1.3953287601470947,18.426321029663086,22.30887222290039,16.146408081054688,1.7192988395690918,-1.7191002368927002,3.9474849700927734,17.343046188354492,0.36334067583084106,-2.1352500915527344,6.236636161804199,5.185046195983887,2.4202752113342285,0.7096920013427734,2.9302315711975098,2.4512791633605957
